client_id,nom_complet,age,revenu_mensuel,sexe,profession,adresse,date_achat,produit,achat
1438,Charlotte Leleu,29,2167.17,M,médecin,"953, rue Julien Jacquot, 99428 Lucas-les-Bains",2024-05-30,B804,1
1439,Xavier Couturier,24,3121.71,F,comptable,"3, boulevard de Leroux, 94572 Gaillard",2024-06-15,B217,1
1440,Chantal Lévêque,19,2472.37,M,ingénieur,"79, rue Nicolas, 15180 Saint Pierredan",2023-10-20,C732,1
1441,Étienne Becker,61,1893.41,F,ouvrier,"8, rue Besnard, 55120 PoulainBourg",2023-11-20,C559,0
1442,Émilie Boyer,29,2532.33,M,étudiant,"724, rue de Leroy, 03058 Breton-sur-Dupuis",2023-10-17,C550,1
1443,Agathe Da Silva-Seguin,59,3990.97,M,médecin,"avenue Seguin, 93265 Hardydan",2023-08-14,C984,1
1444,Laurent-Hugues Guillaume,21,3639.63,F,étudiant,"rue Yves Laurent, 73133 Saint Emmanuelle",2025-04-16,C245,1
1445,Tristan Meunier,24,4085.27,F,comptable,"330, chemin Alix Lacombe, 27886 Bodin",2024-02-21,B577,1
1446,Noël du Roy,67,3942.42,F,enseignant,"51, boulevard de Humbert, 71977 DiasBourg",2023-07-04,C215,1
1447,Aurore Chevallier,66,2532.14,M,autre,"avenue Grenier, 72251 GuérinBourg",2024-12-05,D659,0
1448,Thibaut de la Fouquet,76,2997.21,M,enseignant,"chemin de Pierre, 50832 Rodriguez-la-Forêt",2024-07-09,C794,0
1449,Philippine Lebreton,42,2173.38,F,comptable,"rue Benjamin Michaud, 74334 Garnier-sur-Camus",2023-12-18,D154,0
1450,Théophile-Franck Durand,30,3526.16,M,ouvrier,"968, boulevard Moreno, 02480 Gomez",2025-03-22,D397,0
1451,Suzanne Chauveau,65,2463.8,M,enseignant,"2, rue Alfred Morin, 33180 Saint Adrienne",2025-02-25,D530,0
1452,Alex Baudry,50,2098.34,F,retraité,"rue Édith Richard, 08840 Lévêque",2023-07-02,C173,0
1453,Denis Vidal,66,2830.93,F,ingénieur,"37, chemin Matthieu Jacques, 50561 Parent-sur-Mer",2025-03-14,B785,1
1454,Frédéric Noël,63,3774.26,F,autre,"70, rue Buisson, 46958 Sainte Constancedan",2024-04-30,B315,1
1455,Susanne Marie de Dijoux,29,2764.2,M,enseignant,"41, chemin Laurence Thibault, 95598 Paul",2024-02-24,C801,1
1456,Olivie Bouvier,43,4201.9,F,médecin,"415, boulevard Laporte, 41449 TeixeiraBourg",2023-08-21,D577,0
1457,Alphonse-Alphonse Paul,18,3573.79,F,médecin,"4, avenue Amélie Alexandre, 35554 Meyer-les-Bains",2024-11-07,A198,1
1458,Adrienne Fouquet,45,3687.01,F,ouvrier,"93, rue Marthe Rousseau, 28553 Besnard",2024-10-24,A341,0
1459,Gabriel-Patrick Michaud,59,2081.71,F,retraité,"37, boulevard Weber, 87102 Saint Georges-la-Forêt",2025-04-05,A236,1
1460,Pauline Rousset,66,3820.63,M,étudiant,"334, chemin Raynaud, 11523 Saint Élisedan",2024-09-09,A190,0
1461,Frédérique Perez,36,2925.96,F,ouvrier,"76, boulevard de Loiseau, 62563 Andre",2025-05-09,D117,0
1462,Nathalie Delaunay,28,3994.55,M,ouvrier,"3, rue de Laroche, 81772 Saint Joséphinedan",2025-06-16,D365,1
1463,Daniel Lévêque-Joseph,20,3583.86,M,ouvrier,"54, rue Morel, 11856 Texier",2024-02-11,A172,1
1464,Stéphane Leduc,37,2869.43,F,médecin,"65, rue de Jacquet, 57685 Sainte SébastienBourg",2024-03-16,D184,1
1465,Dominique-Christiane Wagner,71,4065.89,F,étudiant,"2, rue de Martel, 19451 Lelièvre-la-Forêt",2024-10-30,C264,1
1466,Adèle Lambert,61,3178.4,M,enseignant,"89, boulevard Rolland, 52322 FrançoisVille",2024-07-14,A509,0
1467,Vincent Ribeiro,20,3026.73,M,autre,"554, boulevard Marie Reynaud, 96138 Clément-sur-Mer",2024-12-20,A351,1
1468,Nicolas Delaunay,77,885.72,F,enseignant,"83, rue Lamy, 95060 Seguinboeuf",2024-12-01,D148,1
1469,Michelle Le Roux,29,3501.16,F,ouvrier,"2, boulevard Brigitte Traore, 03794 Bouvier",2025-03-06,B772,0
1470,Julie-Stéphanie Carpentier,30,1133.34,M,autre,"95, rue Alfred Gomez, 54267 Blondel",2023-08-10,D660,0
1471,David Bourdon-Lemonnier,77,3283.32,M,ingénieur,"58, rue Munoz, 92074 Lopez",2024-10-11,A531,1
1472,Hugues Neveu de Mary,36,1957.64,M,enseignant,"chemin Astrid Valentin, 27588 Jeanboeuf",2025-06-18,B736,1
1473,Thibault du Lagarde,66,5014.51,F,ingénieur,"7, avenue de Langlois, 53045 Gay",2024-05-09,C466,0
1474,Josette Vincent,22,3052.51,F,étudiant,"48, rue Gabriel Girard, 40898 Arnaud-les-Bains",2024-04-03,A630,1
1475,Aurélie Foucher,38,1816.06,M,ingénieur,"avenue Marie Pages, 48952 Lacombe",2024-04-21,A759,1
1476,Marie Le Salmon,32,2148.34,F,ouvrier,"75, rue de Guichard, 42696 Gomez",2023-12-22,D622,1
1477,Audrey de la Roy,77,2564.16,M,retraité,"43, boulevard Giraud, 10412 Torresnec",2025-01-15,C645,1
1478,Josette-Céline Aubry,29,3461.06,M,étudiant,"73, rue Buisson, 48297 Sauvage",2024-01-03,C697,1
1479,Emmanuel Guyot,63,2921.31,F,ouvrier,"925, rue Leroy, 20393 Philippe",2023-09-23,D638,1
1480,Jacques Marin,25,3688.35,F,comptable,"45, chemin de Blot, 51606 Courtois",2024-04-20,D376,0
1481,Colette Joly,69,2000.55,F,médecin,"70, rue Christine Joseph, 59074 DialloVille",2024-01-27,C776,0
1482,Aimée du Gauthier,55,3462.99,M,retraité,"89, avenue de Dumont, 86279 Legendre-sur-Mer",2024-06-17,A506,0
1483,Adélaïde Rousseau de la Reynaud,41,2698.18,M,ingénieur,"83, boulevard Stéphane Traore, 72549 Verdierdan",2024-10-29,A609,0
1484,Léon Ferrand de Barbe,44,2738.29,F,autre,"348, boulevard Grenier, 62142 Delannoy-sur-Mer",2025-06-05,A383,0
1485,Paul Parent,21,3463.72,F,enseignant,"485, rue Margot Guyot, 90074 Jacquet",2025-03-07,A170,1
1486,Matthieu Valentin,19,2865.36,F,étudiant,"85, boulevard Aubry, 27751 Sainte Jean",2023-12-27,A258,1
1487,Guillaume de la Lefèvre,34,4076.5,F,étudiant,"71, avenue Lecomte, 89348 Saint GenevièveBourg",2025-02-25,B855,1
1488,Julie Rousseau,69,2842.81,M,ouvrier,"rue Éric Teixeira, 97010 Gomes",2025-02-08,D491,0
1489,Alex Aubert,21,3901.34,M,ingénieur,"4, rue de Morvan, 79274 Bouvet-sur-Hamel",2023-09-25,D200,0
1490,Gabriel Leclerc,52,2622.22,M,retraité,"80, boulevard de Descamps, 60974 Loiseau",2024-08-08,D592,1
1491,Charles Poulain-Renaud,40,2562.33,M,retraité,"boulevard Marc Collet, 83962 Sainte Zacharie",2023-12-23,B541,0
1492,Jeanne Verdier,75,2858.97,F,retraité,"boulevard de Delaunay, 43932 Mallet",2025-01-12,D947,1
1493,Patricia Gomez,71,3132.15,F,comptable,"4, boulevard de Jacquet, 13258 Moreno",2023-07-24,C159,1
1494,André Gérard,69,2506.46,M,autre,"boulevard Salmon, 25134 Sainte Michelle",2024-04-12,D154,1
1495,Alain Arnaud-Charrier,62,2155.42,F,médecin,"954, chemin Fleury, 16880 Saint Laurent",2024-10-26,B287,1
1496,Noémi Gilles,39,2685.97,M,ouvrier,"621, boulevard Rousset, 81029 PasquierBourg",2023-08-07,D642,0
1497,Zoé-Alix Pichon,20,3862.44,F,comptable,"59, chemin Joseph, 68139 Faure",2025-06-04,C681,1
1498,Corinne Dijoux,32,1498.35,M,médecin,"80, chemin de François, 71358 JourdanVille",2025-03-28,D282,1
1499,Margaud Parent,43,4641.12,M,étudiant,"969, rue Guillaume, 77722 Saint Valentine",2024-06-26,C704,1
1500,Louis Potier-Rivière,42,3233.2,F,enseignant,"4, boulevard de Schneider, 71837 Sainte Gilbert",2023-08-27,B981,1
