FIRST_NAME,LAST_NAME,DATE_OF_BIRTH,NAS,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month,random_noise,LIMIT_BAL_copy
Philippe,Marechal,1981-09-20,334-406-127,12531,140000.0,2,1,2,24.0,-1,-1,0,0,0,0,13408.0,97396,92990,93960,96724,91539,97396.0,4070,3225,4137,3100,2300,0,0.4759727382079853,147000.0
Luc,Lafrance,1955-11-01,382-607-858,12532,20000.0,2,2,2,50.0,0,-1,-1,-1,-1,-2,5100.0,2940,6050,3100,0,0,2940.0,6050,3100,0,0,1035,0,-1.9144379873435609,21000.0
Sophie,Beaumont,1976-09-10,249-252-886,12533,,2,2,1,29.0,2,2,2,2,0,0,46191.0,44808,38605,32455,15865,23753,3800.0,1500,0,628,10362,786,0,-1.360411168220149,
Catherine,Lemoine,1976-09-19,547-362-348,12534,30000.0,2,2,1,29.0,-1,-1,-1,-1,-1,-2,2405.0,390,2476,3055,0,0,390.0,2476,3059,0,0,0,0,-1.0389804963923444,31500.0
Sophie,Brun,1971-10-06,748-729-514,12535,210000.0,2,2,1,34.0,0,0,0,0,0,0,140272.0,115922,105875,97873,90872,72969,6018.0,6029,3000,3500,3000,3000,0,1.895671053712292,220500.0
Philippe,Lemoine,1977-09-19,809-929-416,12536,20000.0,1,2,2,28.0,0,0,0,2,2,2,6866.0,8246,10101,9790,10632,10312,1500.0,2000,0,1000,0,1000,0,0.604667817862007,21000.0
François,Martin,1982-10-12,273-344-441,12538,50000.0,1,1,2,23.0,0,0,0,0,2,0,,47514,23927,20162,19342,18347,2500.0,2280,2157,0,660,638,0,0.4886716543309525,52500.0
Pierre,Demay,1958-10-07,108-578-121,12539,210000.0,2,2,1,47.0,0,0,0,0,0,0,17952.0,18894,20296,21704,24086,26414,1500.0,2000,2000,3000,3000,1000,0,0.094120837085692,220500.0
Claire,Durand,1978-10-23,920-376-866,12541,130000.0,1,1,2,,0,0,0,0,0,0,109383.0,106149,44841,45451,46564,47516,5300.0,1700,1300,1500,1500,1400,0,-0.081916143972936,136500.0
Dominique,Renault,1976-10-17,184-152-673,12543,150000.0,2,2,2,29.0,0,0,0,0,0,-1,19020.0,7717,9858,9188,7518,23574,1500.0,5000,2000,1000,33054,704,0,-0.2894038224652176,157500.0
André,Fontaine,1960-09-24,797-160-774,12544,80000.0,2,3,2,,0,0,0,0,0,0,77450.0,78100,76204,66876,66182,67199,3500.0,2600,2400,2500,2700,2300,0,-1.0798449880332095,84000.0
Martine,Rousseau,1928-10-12,954-523-181,12545,50000.0,1,2,1,,0,0,0,0,0,0,11665.0,12405,13355,13622,11550,11713,1232.0,1182,449,565,504,233,0,0.1925284246207599,52500.0
Jean,Garnier,1956-10-06,670-954-868,12546,240000.0,1,2,1,49.0,-2,-2,-2,-2,-2,-2,4639.0,1825,973,-110,-110,-110,1838.0,976,110,0,0,0,0,-1.4204709603639254,252000.0
Olivier,Mercier,1978-09-10,598-271-157,12547,90000.0,1,2,2,27.0,0,0,2,2,2,2,20249.0,44731,43712,52966,51988,56117,25000.0,0,10000,0,5000,3150,0,-0.1997410018209786,94500.0
Didier,Lemaire,1967-10-25,311-281-819,12548,220000.0,1,1,2,38.0,1,2,-1,-1,0,-1,7311.0,5590,1066,2404,1338,19082,0.0,1066,2404,0,19082,4421,0,0.55397295956128,231000.0
Jean,Guedon,1972-11-07,892-508-585,12549,170000.0,1,2,2,33.0,-1,-1,-1,-1,-1,-1,2164.0,165,165,0,4841,95,165.0,165,0,4841,95,531,0,0.0538822836143645,178500.0
Pierre,Marechal,1979-09-21,106-529-435,12550,70000.0,1,1,2,26.0,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,313,0,1.342645493835036,73500.0
Pierre,Brun,1933-10-12,729-646-194,12552,250000.0,2,1,2,,-1,-1,-1,0,-1,-1,17949.0,9863,6942,2779,2497,2830,9863.0,6955,2517,2497,2830,10809,0,-2.0030578278869067,262500.0
Laurent,Lemaire,1982-09-22,100-503-852,12555,,2,2,1,23.0,0,0,0,0,0,0,49103.0,44351,38726,28598,29277,27310,1800.0,2128,1000,1100,1000,999,0,-1.2553224475888205,
Joseph,Rousseau,1982-10-23,541-830-904,12558,20000.0,2,1,2,23.0,0,0,0,0,0,0,16841.0,17676,18804,19037,20137,20160,1642.0,2000,1000,1730,587,208,0,0.2783624102427965,21000.0
Etienne,Beaumont,1976-09-11,507-724-744,12559,50000.0,2,5,1,29.0,0,0,0,0,0,0,85305.0,86152,56250,57603,19336,18964,4000.0,2257,2000,2000,700,600,0,-0.2049016060362229,52500.0
Georges,Olivier,1974-10-05,475-640-985,12560,200000.0,1,1,1,31.0,0,0,0,0,0,0,179063.0,159466,162739,163555,166452,168398,5000.0,5100,5000,6000,4500,20000,0,-0.260263325709116,210000.0
Christophe,Moreau,1980-11-04,762-557-834,12561,200000.0,2,3,2,25.0,-1,-1,-1,0,-1,-1,1676.0,3122,2991,390,1211,390,4595.0,2991,0,1211,390,1112,0,1.6558162822722375,210000.0
Sandrine,Lemaire,1953-10-13,177-470-224,12562,120000.0,2,2,2,52.0,0,0,0,0,0,0,119796.0,117229,239224,91231,90184,90072,4700.0,5590,4000,3600,3700,32696,0,-0.8463790711077445,126000.0
Etienne,Leconte,1974-10-20,942-932-783,12564,300000.0,2,1,2,31.0,0,0,0,-1,-1,-1,,1616,3658,658,662,0,1000.0,2700,658,662,0,0,0,-0.2324517112235717,315000.0
Danielle,Leroy,1981-10-18,283-631-421,12566,120000.0,1,3,1,24.0,0,0,0,-2,-2,-2,79172.0,61300,0,0,0,0,2500.0,0,0,0,0,0,0,-0.6427177961447197,126000.0
Sophie,Masson,1980-09-23,132-530-601,12567,130000.0,1,2,2,25.0,0,0,0,0,0,0,4841.0,6750,7559,5198,5198,5198,2000.0,1000,2200,0,0,0,0,-0.8887177573469147,136500.0
Véronique,Moreau,1975-10-16,912-784-820,12568,150000.0,1,2,1,30.0,-2,-2,-2,-2,-2,-2,,59731,89742,116067,97725,76466,60367.0,100483,116567,50156,10383,316,0,0.3340722148761949,157500.0
Alain,Roux,1956-10-13,297-879-818,12570,130000.0,1,2,1,49.0,0,0,0,0,0,0,130558.0,131939,100513,35288,34359,33488,5311.0,2502,1512,1612,2000,1000,0,0.7671835363502731,136500.0
Christophe,Lefebvre,1968-11-07,411-422-952,12571,120000.0,99,1,2,,-1,-1,-1,-1,-1,-1,1026.0,1026,1026,1026,1026,1026,1026.0,1026,1026,1026,1026,1026,0,-0.5116571153002302,126000.0
Sylvie,Gillet,1973-10-28,838-975-142,12572,230000.0,2,2,2,32.0,-2,-2,-2,-2,-2,-2,1168.0,698,2371,4524,299,395,698.0,2371,4524,299,395,0,0,-1.0882053399551548,241500.0
Pierre,Fontaine,1979-09-19,702-489-628,12573,50000.0,1,1,2,26.0,0,0,-1,-1,-1,-1,11550.0,11368,138,1022,316,450,1000.0,200,1200,600,600,600,0,-0.5940143597330337,52500.0
André,Lebesgue,1977-10-24,327-322-718,12575,360000.0,1,1,2,28.0,-2,-2,-2,-2,-2,-2,14433.0,15157,8564,1495,5977,1211,2394.0,8606,1502,6006,4217,2228,0,-0.8902026339923431,378000.0
Michel,Gillet,1981-09-26,496-603-275,12576,140000.0,2,1,2,24.0,0,0,0,0,0,-1,124722.0,77682,77870,19353,8966,14300,3645.0,2322,387,1000,14300,2900,0,0.3391819354329323,147000.0
Thierry,Leconte,1961-09-14,320-521-951,12578,120000.0,2,2,1,44.0,0,0,0,0,0,0,16407.0,17433,18444,18810,19218,21385,1296.0,1307,673,711,2500,793,0,-0.3646112169331094,126000.0
André,Leconte,1928-10-21,393-404-198,12579,500000.0,1,1,1,,-1,-1,-1,-1,-1,-1,22981.0,97007,32109,56370,36918,35017,97345.0,32189,56436,36918,35017,23547,0,-0.0817744562476766,525000.0
Sophie,Meunier,1972-10-20,330-932-975,12580,500000.0,1,1,2,33.0,0,0,0,0,0,0,49981.0,45803,43838,25588,24648,23773,2200.0,2000,3000,2000,2657,85500,0,-0.6771627300819981,525000.0
Michel,Gillet,1980-10-09,917-624-958,12581,10000.0,1,2,2,25.0,-1,2,0,0,-1,-1,7786.0,8512,9290,9480,388,10000,1000.0,1000,190,388,10000,0,0,-0.7081044781338347,10500.0
Laurent,Lafrance,1966-09-20,230-311-127,12582,160000.0,2,3,1,39.0,0,0,0,0,0,0,40892.0,42416,43367,44344,45486,50520,2500.0,3000,2000,1856,6000,2000,0,-1.590871537223709,168000.0
Didier,Bernard,1974-11-07,937-401-748,12583,60000.0,2,2,2,31.0,-1,-1,2,-1,-1,-1,6520.0,1152,826,22662,38211,19671,1152.0,0,22662,38211,19671,12245,0,-0.1022741920696908,63000.0
Michel,Noël,1965-11-05,545-912-772,12584,60000.0,2,2,1,40.0,0,0,0,-1,-1,-1,25158.0,18473,7506,4790,6388,5816,5000.0,1508,4790,6388,6046,17806,0,0.9589054749310608,63000.0
Danielle,Guedon,1965-09-20,615-496-151,12585,160000.0,99,2,2,40.0,1,-1,-1,-1,-1,-1,0.0,372,-7,3298,455,-325,372.0,0,3305,455,0,0,0,-1.958054095253776,168000.0
Thierry,Durand,1965-10-07,777-932-401,12586,,2,1,2,40.0,-1,-1,-1,-1,-2,-1,5158.0,5514,14199,1537,1537,5517,5514.0,14220,1537,1537,5517,550,0,-1.5780767271591698,
Olivier,Guedon,1964-10-27,572-996-771,12587,360000.0,2,1,1,41.0,0,0,0,0,0,0,250180.0,141206,64277,32727,13004,0,4428.0,2017,305,1240,0,0,0,0.1868735746934456,378000.0
Fabienne,Dubois,1979-10-19,461-276-630,12590,60000.0,2,2,2,26.0,0,0,0,0,0,0,3724.0,5782,24653,25831,27483,28085,5600.0,20000,2500,3000,2000,1500,0,-1.13084992491923,63000.0
Michèle,Gillet,1961-10-18,692-609-279,12591,80000.0,2,2,1,44.0,0,0,-1,-1,-1,-1,1719.0,1732,1250,175,175,175,1000.0,1250,175,175,175,175,0,0.7699840555143308,84000.0
Jacques,Mercier,1968-09-30,522-289-652,12592,410000.0,1,2,1,37.0,-2,-2,-2,-2,-2,-2,4339.0,1695,17106,9600,2052,3829,1815.0,17106,9600,2052,3829,3400,0,-1.4984300179322854,430500.0
Thierry,Hubbard,1964-10-24,943-247-633,12595,80000.0,1,2,1,41.0,0,0,0,0,0,0,12781.0,9994,10704,9201,6275,2678,2000.0,4000,1000,1000,1000,1000,0,1.043104841557509,84000.0
Etienne,Leconte,1967-11-08,848-770-709,12596,30000.0,1,3,2,38.0,0,0,0,0,0,0,14095.0,15117,16130,16462,16808,17140,1255.0,1268,600,611,612,1000,0,0.5397235426466205,31500.0
Pierre,Lemoine,1956-10-12,186-719-411,12597,110000.0,2,3,1,49.0,0,0,0,0,0,0,52775.0,52687,53403,56028,57996,59839,3000.0,3000,5000,3000,3000,2000,0,0.8547581872130238,115500.0
Jean,Dubois,1967-10-24,374-212-933,12599,300000.0,2,2,1,38.0,1,2,0,0,0,2,9033.0,8136,8339,8730,9386,3014,0.0,1000,1000,1300,0,1000,0,1.510081355947835,315000.0
Joseph,Martin,1967-11-02,421-393-650,12600,150000.0,1,3,1,38.0,0,0,0,0,0,0,40441.0,38497,39552,40393,41243,42157,2000.0,2000,1500,1500,1600,1600,0,0.7004328924186275,157500.0
Sylvie,Lemaire,1950-09-29,840-639-622,12601,50000.0,1,3,1,55.0,0,0,2,0,0,2,42067.0,45127,44106,44839,47634,46718,4055.0,0,1767,3683,0,1817,0,1.168784508231187,52500.0
Véronique,Lemaire,1964-10-24,845-980-192,12602,40000.0,1,2,3,41.0,0,0,0,0,0,0,39295.0,38490,38224,37764,38029,32179,1786.0,1890,2000,1104,948,337,0,-0.7891510683106685,42000.0
Véronique,Renaud,1982-09-29,632-768-704,12603,70000.0,2,2,2,23.0,0,0,0,0,0,0,54428.0,25085,25282,21858,19171,8443,2002.0,1819,509,539,2000,1000,0,-0.3195910900246276,73500.0
Isabelle,Martin,1983-10-11,653-751-101,12605,10000.0,2,3,2,22.0,1,2,0,0,2,0,,8560,9706,10406,10109,10057,0.0,1300,1000,0,1000,1000,0,-0.780859824399841,10500.0
Christophe,Moreau,1976-09-25,139-201-418,12606,60000.0,1,3,2,29.0,0,0,0,0,0,0,4262.0,11674,6281,7920,8472,8735,7662.0,1269,1908,1000,727,0,0,0.7000498593374012,63000.0
Christian,Guedon,2010-09-20,772-976-877,12608,50000.0,2,2,2,-5.0,0,0,0,0,0,0,9730.0,9067,9816,9889,8765,9136,,1091,1000,1000,1000,2000,0,0.4208445176915736,52500.0
Fabienne,Lefevre,1940-10-07,588-115-363,12611,10000.0,2,3,2,,0,0,0,0,0,0,4945.0,6157,7172,8048,8318,8679,1300.0,1124,1000,400,500,200,0,0.7663969522201516,10500.0
Nathalie,Demay,1969-11-02,146-984-785,12612,80000.0,1,2,2,36.0,0,0,0,0,0,0,75345.0,77112,78707,38084,38910,39691,,4000,2000,2000,2000,3232,0,0.5273948226777495,84000.0
Fabienne,Beaumont,1958-09-17,359-527-703,12613,50000.0,1,2,2,47.0,0,0,0,0,0,0,37486.0,35996,36679,16707,17057,17423,1800.0,2021,650,619,650,1000,0,-0.0588607677580422,52500.0
Serge,Rousseau,1978-10-14,628-437-344,12614,470000.0,1,1,2,27.0,-1,-1,-1,-1,0,0,4007.0,3201,14509,21168,14501,8726,3201.0,14509,21168,0,1528,6970,0,-0.1201523987388412,493500.0
Christophe,Marechal,1966-10-11,616-171-225,12615,530000.0,2,2,2,39.0,0,0,0,0,0,0,398763.0,396324,355438,317549,290182,292602,17016.0,14102,11100,11005,11102,9060,0,1.65273140129812,556500.0
Christophe,Moreau,1982-10-11,280-616-134,12617,20000.0,1,1,2,23.0,0,0,0,0,0,-1,18055.0,2059,2576,1834,1092,942,1100.0,1500,200,200,942,19840,0,-1.057506170838612,21000.0
Etienne,Masson,1981-10-07,122-761-467,12618,80000.0,2,3,2,24.0,0,0,0,0,0,0,80235.0,81960,79121,59165,60084,59920,3626.0,3862,2056,2200,2130,2213,0,-0.9001701718979929,84000.0
Luc,Mercier,1967-10-06,216-933-775,12619,,2,2,2,38.0,-1,-1,-1,0,0,0,5219.0,0,5200,1561,1633,230,0.0,5200,0,72,460,4487,0,-0.2747976973435907,
Anne,Mercier,1968-11-07,678-127-335,12621,170000.0,2,5,1,37.0,-2,-2,-1,-1,-1,-1,743.0,0,16474,4650,2359,0,0.0,16474,4650,2359,0,1977,0,-1.6787134936185537,178500.0
Didier,Gillet,1975-09-25,556-506-752,12622,,2,3,1,30.0,0,0,0,0,0,0,190919.0,191785,164602,136569,139522,132239,7214.0,6264,10000,5028,5000,5000,0,0.6085509342260834,
Isabelle,Brun,1958-11-08,593-300-680,12624,290000.0,1,3,1,47.0,-1,-1,-2,-2,-2,-2,1200.0,0,0,0,0,0,0.0,0,0,0,0,4634,0,-0.8768380239865102,304500.0
Didier,Olivier,1978-11-02,331-897-671,12625,170000.0,2,2,2,27.0,0,0,0,0,0,0,64195.0,66163,67856,38803,40259,41541,3000.0,3000,2308,3000,3000,1800,0,0.0461822828783338,178500.0
Georges,Renouard,1979-09-20,954-708-979,12626,200000.0,2,1,2,26.0,0,0,0,0,0,0,118267.0,103114,85698,64423,49432,34814,3263.0,5114,1613,1402,3055,7043,0,1.6910123163461972,210000.0
Christophe,Renouard,1950-11-12,944-141-204,12627,,1,3,1,55.0,0,0,0,0,0,0,82567.0,84221,80041,19000,15178,14717,3121.0,8443,1582,548,531,479,0,-0.2383239274845872,
Christian,Legrand,1954-10-17,915-972-815,12629,110000.0,2,1,2,,0,0,2,0,0,0,112953.0,225099,221798,111960,111636,111733,12500.0,0,4400,4218,4323,4550,0,-0.5073061990044826,115500.0
Claire,Martin,1969-10-16,249-610-859,12630,10000.0,1,2,2,36.0,0,0,2,0,0,0,6672.0,8405,8869,8901,9838,6771,2000.0,800,240,1000,771,1100,0,0.3456061722244194,10500.0
Michèle,Mercier,1978-09-12,428-194-149,12631,80000.0,2,2,2,27.0,0,0,0,0,0,0,64561.0,47041,25439,26140,28833,28459,2176.0,1299,1000,3000,981,2000,0,0.6136600072123258,84000.0
Claire,Demay,1977-09-23,802-787-933,12632,60000.0,2,2,3,28.0,0,0,0,0,0,0,34580.0,15924,18124,28644,18656,15952,1300.0,2500,1000,1688,1000,1000,0,1.5683489592928197,63000.0
Thierry,Couderc,1978-09-08,977-538-647,12633,340000.0,2,2,2,27.0,-1,-1,-1,-1,-1,-1,,9318,4794,7819,332,16516,9318.0,5343,7819,332,16516,5000,0,-0.7471842864960261,357000.0
Didier,Lebesgue,1981-10-09,896-583-709,12634,20000.0,1,1,1,,0,0,0,0,0,0,10618.0,12135,16878,19624,20036,18309,2000.0,5000,3000,689,1000,2000,0,-0.7713583438147776,21000.0
Christian,Gillet,1956-11-07,274-732-149,12635,500000.0,1,2,1,49.0,-2,-1,0,0,0,0,5157.0,77667,94159,95209,97952,202991,77677.0,20000,3500,4371,107500,0,0,-0.584781817297483,525000.0
Pierre,Roux,1952-10-17,620-687-696,12636,250000.0,2,1,1,53.0,0,0,0,0,0,0,252916.0,251830,245429,186620,193003,191867,9011.0,8146,6000,13003,11867,17186,0,-0.239088292580548,262500.0
Laure,Leconte,1981-09-23,545-616-106,12637,50000.0,2,2,2,24.0,1,-2,-1,-1,0,0,,0,51400,11330,12144,12938,0.0,51400,11330,1000,1000,1519,0,0.585057084281363,52500.0
Catherine,Bouvier,1964-09-24,136-992-345,12640,500000.0,1,1,1,41.0,0,0,0,0,0,0,505128.0,500867,489856,356583,289398,274590,19295.0,18694,12271,9699,9420,8818,0,0.4726818947849909,525000.0
Joseph,Renaud,1981-11-01,598-614-754,12641,20000.0,1,2,2,24.0,0,0,0,0,0,0,16793.0,18215,18679,16264,17119,10550,1700.0,1150,467,1000,1200,400,0,-1.3193517427640655,21000.0
André,Bernard,1981-11-01,694-980-870,12642,140000.0,2,2,2,24.0,1,-2,-1,-1,2,0,0.0,0,167,80644,146651,55776,0.0,167,80677,0,2500,28,0,0.3202099725925203,147000.0
Valérie,Renouard,1975-09-21,439-434-713,12643,,2,2,2,30.0,0,0,0,0,0,-1,43694.0,33357,44167,19806,22231,6852,15284.0,20087,5093,10000,6876,0,0,0.4710517646210245,
Christian,Moreau,1928-11-10,302-497-103,12644,,1,1,2,,-2,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,2.023617804756021,
Christophe,Gillet,1978-09-21,518-774-423,12646,230000.0,2,2,1,27.0,0,0,0,0,0,0,228863.0,227814,218694,191956,191741,176784,8862.0,8933,6956,7845,6784,7471,0,-0.8756448603101988,241500.0
Laure,Bernard,1974-10-12,647-177-783,12647,500000.0,1,3,2,31.0,-2,-2,-2,-2,-2,-2,453.0,16577,40489,39744,26765,2837,16783.0,40496,1075,2133,2851,85327,0,0.0505486942464077,525000.0
Christophe,Moreau,1965-11-06,675-806-604,12648,280000.0,2,1,1,40.0,0,0,0,0,0,0,212617.0,207478,211850,209651,214520,213520,7297.0,7584,7416,8000,7639,7312,0,-1.4359406320472043,294000.0
Luc,Durand,1965-09-22,119-939-353,12649,160000.0,2,2,1,40.0,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-0.6931243538596014,168000.0
Pierre,Gillet,1973-10-15,284-867-154,12650,50000.0,2,2,1,32.0,1,-2,-1,0,0,0,0.0,0,530,26530,26574,26289,0.0,530,26000,951,943,970,0,1.483236039037478,52500.0
Marc,Rousseau,1967-10-14,881-740-668,12651,500000.0,2,1,1,38.0,0,0,0,0,0,0,105587.0,105478,100026,86265,67539,53676,3627.0,3059,2670,2331,2406,1645,0,-0.8890853931057334,525000.0
Michèle,Martin,1981-11-05,439-113-150,12652,290000.0,2,2,2,24.0,0,0,0,0,0,0,230014.0,219207,215223,216261,217537,216014,8411.0,8600,7000,7300,7000,6000,0,-1.1570766730213653,304500.0
Sylvie,Lemaire,1976-10-06,447-970-157,12653,100000.0,1,3,2,29.0,0,0,0,0,0,-2,,30820,28503,6810,-3,-3,2000.0,1000,1039,12920,0,0,0,-0.7501622214840227,105000.0
André,Thiebault,1944-10-30,476-218-990,12654,480000.0,1,1,1,61.0,0,0,0,0,0,0,91524.0,94123,95336,97645,92109,79795,5000.0,4000,7172,4000,2500,3000,0,0.6126574099717628,504000.0
Stéphanie,Deschamps,1972-10-16,876-954-563,12655,110000.0,2,3,2,33.0,0,0,0,0,0,0,110704.0,55885,56779,56580,57509,58715,2056.0,2100,2100,2076,2400,2100,0,0.449832664919967,115500.0
Martine,Lemoine,1971-10-12,659-510-715,12657,70000.0,1,2,3,34.0,-2,-2,-1,0,0,0,58875.0,0,72772,39980,40126,39788,0.0,72772,1400,1500,1500,1600,0,-0.0947170024018506,73500.0
Valérie,Lebesgue,1967-10-21,811-539-773,12658,290000.0,1,2,1,38.0,0,0,0,0,0,0,118801.0,99370,84836,82168,80299,77324,3530.0,3019,2818,3000,3199,2350,0,0.582292669210738,304500.0
Marc,Renouard,1971-10-23,613-123-173,12659,210000.0,2,2,2,34.0,-2,-1,-1,-2,-2,-2,6769.0,12656,5570,2285,0,0,12660.0,5570,2285,0,0,0,0,-0.7202734841817006,220500.0
Christophe,Bernard,1967-10-05,404-907-350,12660,240000.0,1,1,1,38.0,-1,-1,-1,-1,-1,-1,4890.0,4157,14342,11411,3006,13268,4164.0,14371,11411,3006,13336,0,0,-0.4404012880570227,252000.0
Luc,Durand,1956-09-18,107-424-166,12661,260000.0,2,2,1,49.0,1,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-1.2219797801651038,273000.0
Catherine,Rousseau,1978-09-23,324-513-663,12662,80000.0,1,2,2,27.0,0,0,0,0,0,0,38220.0,33962,31297,27679,7689,8802,3000.0,1000,730,2015,1000,2000,0,0.0350511103302188,84000.0
Julie,Fontaine,1967-11-02,906-682-592,12663,50000.0,1,2,1,38.0,0,0,0,0,0,0,50748.0,48626,20712,17834,18248,19390,1500.0,1200,2500,618,4000,3000,0,-2.651328299506742,52500.0
Philippe,Marechal,1960-10-24,184-329-624,12665,50000.0,2,6,1,45.0,0,0,0,0,0,0,48984.0,49878,47024,29194,27146,28506,2000.0,1500,2000,2000,2000,1500,0,0.2807128170978848,52500.0
Sophie,Renouard,1966-10-28,700-474-741,12666,200000.0,2,2,1,39.0,1,-2,-1,-1,-1,-2,0.0,0,12888,2075,0,0,0.0,12888,2075,0,0,5051,0,0.8133871444298058,210000.0
Laure,Lefebvre,1966-11-01,609-549-562,12667,400000.0,2,2,1,39.0,-2,-2,-2,-2,-1,-1,,55588,14037,20356,90159,79053,55974.0,14079,20417,90180,79176,34790,0,-0.3087056691737073,420000.0
Luc,Durand,1950-10-08,370-373-168,12670,60000.0,1,3,1,55.0,-2,-2,-2,-2,-2,-2,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,-1.3385056575263936,63000.0
Christophe,Renouard,1980-10-07,445-897-177,12671,150000.0,2,2,2,25.0,0,0,0,0,0,0,151761.0,149060,151308,152576,152368,142030,5752.0,6308,16644,12381,9320,5977,0,-0.4118274020018211,157500.0
Luc,Lefebvre,1979-09-25,232-523-504,12672,60000.0,2,1,2,26.0,1,-1,0,0,0,0,0.0,23040,28266,43296,44307,43550,23040.0,8000,20000,1669,1549,15000,0,-0.9061831570712728,63000.0
Fabienne,Beaumont,1970-10-12,803-462-875,12673,450000.0,1,5,1,35.0,0,0,0,0,-1,-1,254679.0,179510,212496,51953,74870,-2313,10000.0,205004,52000,74896,500,110124,0,-1.7688164210771085,472500.0
Laure,Thiebault,1975-09-23,873-701-295,12675,50000.0,2,2,2,30.0,-1,-1,-1,0,0,-1,1383.0,1383,4149,2766,1383,1383,1383.0,4149,0,0,1383,5419,0,-0.7088208401291866,52500.0
Danielle,Gillet,1982-09-11,925-791-838,12676,80000.0,2,2,2,23.0,-2,-2,-2,-2,-2,-2,,2946,390,390,390,780,4419.0,390,390,390,780,0,0,0.0395421250424123,84000.0
Jean,Bonnet,1980-09-17,382-958-271,12678,60000.0,2,2,2,25.0,0,0,0,0,0,0,18280.0,19468,20986,23783,25548,21811,1482.0,2000,3000,3000,1500,2000,0,0.7509375577604095,63000.0
Sophie,Marechal,1967-10-21,718-680-459,12679,50000.0,1,2,1,,2,0,0,0,0,0,998260.0,50588,50245,19424,19829,20386,2077.0,1311,689,712,879,799,0,-0.5398327559485875,52500.0
Serge,Guedon,1970-09-22,750-865-142,12680,150000.0,2,1,1,35.0,0,0,0,0,0,0,38484.0,43489,48194,32264,25579,0,8000.0,5175,3000,10000,0,0,0,0.5232206642233486,157500.0
Danielle,Renault,1979-10-02,737-390-494,12681,200000.0,2,1,2,26.0,-1,0,-1,0,-1,-1,980.0,2980,3438,2102,38,0,2000.0,3438,50,38,0,0,0,0.2532624390765349,210000.0
Christophe,Bouvier,1964-10-22,329-409-405,12683,30000.0,2,2,3,41.0,1,-1,0,0,-1,0,8247.0,16463,7090,10000,18438,17068,16463.0,1314,10000,18438,733,11796,0,-0.0808160824270221,31500.0
Christophe,Renault,1972-11-03,601-288-488,12684,200000.0,2,2,2,33.0,0,0,0,0,-2,-2,47132.0,27179,13457,-387,-387,-387,1917.0,1000,0,0,0,0,0,-2.136854592187763,210000.0
Julie,Fontaine,1975-10-05,840-214-456,12685,170000.0,2,1,2,30.0,0,0,0,0,0,0,30552.0,29342,30544,30477,2609,1359,2500.0,2500,780,1100,400,918,0,0.5927013752824748,178500.0
Monique,Lemoine,1953-10-27,253-452-772,12686,130000.0,1,2,1,52.0,0,0,2,2,0,0,82399.0,89003,90160,87817,89746,98655,7931.0,3500,0,3499,10648,0,0,-0.5279162042914182,136500.0
Isabelle,Gillet,1977-10-10,250-298-371,12687,180000.0,2,2,2,28.0,0,0,0,0,0,0,103203.0,108032,109741,112907,115924,118832,6500.0,5000,5000,5000,5000,5000,0,0.5321339720476855,189000.0
Michel,Gillet,1978-10-02,556-846-639,12688,160000.0,1,1,2,27.0,-1,-1,-1,-1,-1,-1,11924.0,0,4477,2682,29011,4000,0.0,4477,2682,29011,4000,5459,0,1.03780316144477,168000.0
Danielle,Gillet,1976-09-30,506-751-653,12689,20000.0,2,3,2,29.0,-1,2,2,-1,-1,-1,957.0,738,356,356,4616,728,356.0,0,356,4616,728,449,0,-0.7703604059015027,21000.0
André,Garnier,1963-10-12,108-157-464,12690,250000.0,1,1,2,42.0,0,0,0,0,0,0,255473.0,256003,254970,209124,213392,205180,,12177,7200,8000,7700,8003,0,0.9849736750943188,262500.0
Martine,Moreau,1977-09-14,431-300-758,12691,150000.0,1,1,2,28.0,-1,-1,-1,-2,-2,-2,252.0,6514,-31,-31,-31,-31,6546.0,0,0,0,0,0,0,-0.1806368845492223,157500.0
Didier,Thiebault,1970-10-22,775-580-432,12692,180000.0,1,1,1,35.0,-1,-1,-1,-1,-1,-1,574.0,396,395,846,1027,381,396.0,395,848,1027,381,5819,0,0.2084610055504069,189000.0
Dominique,Moreau,1978-11-01,677-971-668,12693,1200000.0,1,1,2,27.0,0,0,0,0,0,0,60109.0,44206,38083,36728,36952,35475,2415.0,1816,1381,1264,1228,1217,0,-1.6875354835160274,1260000.0
Nathalie,Legrand,1963-09-20,924-719-380,12694,430000.0,2,1,1,42.0,-2,-2,-2,-2,-2,-2,,1526,806,2792,3010,-200,1526.0,806,2792,3010,200,0,0,1.4305641101606936,451500.0
